N;149;GBP/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.35666;B;0
C;249;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;249;GBP/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.35691;S;0
C;150;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;150;GBP/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.35666;B;0
C;250;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;250;GBP/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;1.35691;S;0
C;151;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;151;GBP/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.35666;B;0
C;251;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;251;GBP/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.35691;S;0
C;152;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;152;GBP/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.35663;B;0
C;252;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;252;GBP/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;1.35694;S;0
C;153;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;153;GBP/USD;3,19857E+13;1,6088E+12;3000000.00;0.00;0.00;1.35659;B;0
C;253;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;253;GBP/USD;3,19857E+13;1,6088E+12;3000000.00;0.00;0.00;1.35698;S;0
C;154;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;154;GBP/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.35654;B;0
C;254;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;254;GBP/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.35703;S;0
C;155;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;155;GBP/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.35650;B;0
C;255;GBP/USD;3,19857E+13;1,6088E+12;;;;;;
N;255;GBP/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;1.35707;S;0
C;234;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;234;AUD/USD;3,19857E+13;1,6088E+12;100000.00;0.00;0.00;0.75908;S;0
C;235;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;235;AUD/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;0.75908;S;0
C;236;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;236;AUD/USD;3,19857E+13;1,6088E+12;200000.00;0.00;0.00;0.75908;S;0
C;237;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;237;AUD/USD;3,19857E+13;1,6088E+12;500000.00;0.00;0.00;0.75908;S;0
C;238;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;238;AUD/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;0.75908;S;0
C;239;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;239;AUD/USD;3,19857E+13;1,6088E+12;1000000.00;0.00;0.00;0.75908;S;0
C;240;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;240;AUD/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;0.75908;S;0
C;241;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;241;AUD/USD;3,19857E+13;1,6088E+12;2000000.00;0.00;0.00;0.75910;S;0
C;242;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;242;AUD/USD;3,19857E+13;1,6088E+12;3000000.00;0.00;0.00;0.75912;S;0
C;243;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;243;AUD/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;0.75915;S;0
C;244;AUD/USD;3,19857E+13;1,6088E+12;;;;;;
N;244;AUD/USD;3,19857E+13;1,6088E+12;5000000.00;0.00;0.00;0.75917;S;0
N;167;EUR/JPY;3,19858E+13;1,6088E+12;100000.00;0.00;0.00;126.43500;B;0
N;267;EUR/JPY;3,19858E+13;1,6088E+12;100000.00;0.00;0.00;126.45800;S;0
N;168;EUR/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;126.43500;B;0
N;268;EUR/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;126.45800;S;0
N;169;EUR/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;126.43500;B;0
N;269;EUR/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;126.45800;S;0
N;170;EUR/JPY;3,19858E+13;1,6088E+12;500000.00;0.00;0.00;126.43500;B;0
N;270;EUR/JPY;3,19858E+13;1,6088E+12;500000.00;0.00;0.00;126.45800;S;0
N;171;EUR/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;126.43500;B;0
N;271;EUR/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;126.45800;S;0
N;172;EUR/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;126.43500;B;0
N;272;EUR/JPY;3,19858E+13;1,6088E+12;1000000.00;0.00;0.00;126.45800;S;0
N;173;EUR/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;126.43500;B;0
N;273;EUR/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;126.45800;S;0
N;174;EUR/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;126.43200;B;0
N;274;EUR/JPY;3,19858E+13;1,6088E+12;2000000.00;0.00;0.00;126.46100;S;0
N;175;EUR/JPY;3,19858E+13;1,6088E+12;3000000.00;0.00;0.00;126.42800;B;0
N;275;EUR/JPY;3,19858E+13;1,6088E+12;3000000.00;0.00;0.00;126.46500;S;0
N;176;EUR/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;126.42300;B;0
N;276;EUR/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;126.47000;S;0
N;177;EUR/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;126.41900;B;0
N;277;EUR/JPY;3,19858E+13;1,6088E+12;5000000.00;0.00;0.00;126.47400;S;0
N;178;USD/JPY;3,19858E+13;1,6088E+12;100000.00;0.00;0.00;103.56900;B;0
N;278;USD/JPY;3,19858E+13;1,6088E+12;100000.00;0.00;0.00;103.58700;S;0
N;179;USD/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;103.56900;B;0
N;279;USD/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;103.58700;S;0
N;180;USD/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;103.56900;B;0
N;280;USD/JPY;3,19858E+13;1,6088E+12;200000.00;0.00;0.00;103.58700;S;0
