;ABI.BR;ADSGn.DE;ADYEN.AS;AD.AS;AIRP.PA;AIR.PA;ALVG.DE;AMA.MC;ASML.AS;AXAF.PA;SAN.MC;BASFn.DE;BMWG.DE;BAYGn.DE;BNPP.PA;CRH.I;DAIGn.DE;DANO.PA;DPWGn.DE;DB1Gn.DE;DTEGn.DE;ENEI.MI;ENGIE.PA;ENI.MI;ESLX.PA;FLTRF.I;IBE.MC;ITX.MC;INGA.AS;ISP.MI;PRTP.PA;KNEBV.HE;OREP.PA;LVMH.PA;LINI.DE;MUVGn.DE;NOKIA.HE;PERP.PA;PHG.AS;PRX.AS;SAF.PA;SASY.PA;SAPG.DE;SCHN.PA;SIEGn.DE;TOTF.PA;SGEF.PA;VIV.PA;VOWG_p.DE;VNAn.DE
25/05/2011;41,635;51,67;;9,969223065;62,35103694;22,345;94,92;14,17;27,79594361;14,565;5,276751177;61,17;60,75;54,86329625;52,47;14,995;48,2;49,6;13,52;55;10,29;4,67;24,9498576;16,35;55,18;34,21672189;4,255358001;12,45;8,282;1,761;108,9717169;21,14;85,55;106,0744179;;105,1;5,448787545;68,74;18,6712479;;28,14;53,96;43,105;54,55;78,68880629;39,3;42,8741445;18,45483994;124,05;
26/05/2011;41,05;50,87;;9,818645735;61,85987485;22,505;93,68;13,815;27,54841016;14,54;5,244887539;60,83;59,7;53,83983745;52,3;14,85;47,875;49,39;12,99;54,59;10,16;4,7;24,7553168;16,24;55,42;34,32349747;4,267354864;12,538;8,239;1,749;108,1035984;21,205;84,99;104,9929455;;105,1;5,355085266;68,11;18,84766914;;27,61;54,14;42,265;55,55;78,46168496;39,195;43,00781678;18,387098;121,75;
27/05/2011;41,025;51,34;;9,896945946;62,45723415;22,42;95,45;13,96;27,51231153;14,605;5,303304208;61,3;60,7;54,39093065;53,5;15,05;48,08;49,75;12,96;54,4;10,14;4,722;24,7309992;16,34;55,7;34,585583;4,274411843;12,52;8,351;1,781;108,2863602;21,43;86,02;106,6602155;;105,8;5,387881064;68,99;18,63204318;;27,77;54,03;42,32;55,25;78,6189228;39,535;43,42368608;18,50322704;124,45;
30/05/2011;41,23;51,96;;9,894938249;62,53688206;22,425;94,54;14,015;27,7185894;14,53;5,274095874;61,92;60,83;54,9321829;53,21;14,85;48,06;49,895;12,94;54,58;10,17;4,722;24,55591248;16,34;55,6;34,45939367;4,288525799;12,57;8,276;1,761;107,3725512;21,52;85,97;106,344786;;105,05;5,397251292;69,71;18,68104908;;28,055;54,09;42,55;55,4;78,9596048;39,445;43,07712833;18,34838832;123,75;
31/05/2011;41,92;52,39;;9,946134541;64,07010428;22,88;96,18;14,26;27,85267002;14,84;5,485856299;64,26;61,48;56,04421025;54,22;15,135;49,105;50,95;13,085;54,78;10,33;4,774;24,86231424;16,66;56,27;34,75059982;4,340041742;12,634;8,379;1,803;110,5251921;21,92;87,43;108,9583443;;106,6;4,45085827;70,15;18,89177445;;28,25;55,02;43,17;57,3;81,23955356;40,03;44,39404778;18,76935609;123,4;
01/06/2011;41,75;52,19;;9,82266113;63,2205266;22,13;94,72;14,285;27,85782697;15,055;5,373005916;63,41;60,61;55,699777;53,8;14,885;48,51;50,76;12,91;54,61;10,215;4,746;24,47809616;16,49;56,01;34,95444412;4,30475685;12,508;8,192;1,752;110,1596685;21,645;86,67;108,2373627;;105,45;4,417125449;69,57;18,6712479;;28,195;54;42,89;56,6;79,83314839;39,58;43,74053888;18,65806576;124,35;
02/06/2011;40,975;51,31;;9,756407105;61,78686426;21,39;92,56;14,3;27,34213228;14,665;5,327865762;61,46;60,14;54,25315735;52,41;14,665;47,325;50,27;12,805;54,03;10,04;4,746;24,0987416;16,21;55,11;35,20196934;4,299111267;12,338;8,117;1,748;107,9665271;21,645;85,8;106,4799701;;104;4,417125449;68,7;18,33800778;;27,78;53,2;42;55,75;78,4704204;38,64;43,14148905;18,3387109;122,95;
03/06/2011;40,63;51,18;;9,79656106;61,76695229;21,52;92,99;14,2;27,16679609;14,75;5,367031484;62,42;60,29;54,54838585;53,55;14,48;47,57;50,36;12,75;54,4;10,035;4,722;23,93824544;16,11;55,24;35,67275261;4,294171382;12,426;8,193;1,834;107,6466939;21,47;85,19;106,5700928;;104;4,199736161;68,79;18,1811889;;27,945;52,43;42,165;55,75;79,49246639;38,36;42,8741445;18,45483994;122,75;
06/06/2011;40,385;50,8;;9,784514874;61,9262481;21,465;91,78;14,155;27,02755852;14,45;5,276087351;62,86;60,74;55,35534375;52,5;14,48;47,2;50,42;12,665;53,81;10,005;4,618;23,6610248;16,05;55,94;35,67275261;4,261709281;12,33;8,079;1,779;107,2811704;21,455;85,75;105,9392339;;103,05;4,263453711;68,91;18,04397238;;28,195;52,44;42,07;55,85;78,80236696;38,15;41,76020888;18,2903238;123,2;
07/06/2011;40,33;50;;9,702199267;62,29130101;21,34;92,63;14,115;27,12554051;14,68;5,290691518;62,6;60,32;55,1486838;52,64;14,455;47,1;50,16;12,64;53,5;10,09;4,622;23,8798832;16,08;55,58;35,0612197;4,28499731;12,306;8,144;1,813;107,0070277;21,465;85,43;105,9842952;;103,65;4,197862116;68,38;18,06357474;;27,6;52,42;42,19;56,1;78,89845675;38,285;41,9631927;18,28064638;123,1;
08/06/2011;40,135;48,995;;9,510464134;61,39526205;21,21;91,87;13,92;26,83675149;14,595;5,218334507;62,24;61;54,44997635;52,21;14,2;47,34;49,82;12,52;53,05;10,03;4,552;23,76315872;16,04;55,3;35,13887468;4,28499731;12,15;8,063;1,789;105,2251002;21,04;84,52;104,6775161;;102,95;4,023575876;67,64;17,7401358;;27,025;52,33;41,725;55,35;78,16468014;38,21;41,63148743;18,01935604;123,75;
09/06/2011;40,42;49,75;;9,438187016;62,3908609;21,575;93,43;14,075;27,04818631;14,92;5,224972765;64;62,93;55,1290019;52,35;14,54;47,43;50,28;12,625;52,91;10,145;4,61;24,01606176;16,26;55,72;34,94473725;4,306168245;12,166;8,12;1,78;106,0018378;21,43;85,41;105,3534363;;103,65;4,036694195;68,13;17,66172636;;27,88;52,54;42,22;57,05;79,64970424;38,66;42,181029;18,23225928;127,5;
10/06/2011;39,72;49,155;;9,332782885;61,47490996;21,115;92,27;14,14;26,39841101;14,71;5,109467078;63,15;62,34;54,6763182;51,61;14,08;46,585;49,86;12,425;52,54;10,14;4,536;23,47134752;16,03;54,71;34,26040281;4,2228959;12,062;7,929;1,761;104,585434;21,06;83,79;103,4608596;;102,55;4,029198013;67,05;17,33338683;;28,115;51,39;41,75;55,35;78,14720927;38;41,50276598;17,97096894;125,55;
13/06/2011;39,945;49,92;;9,348844467;61,72049101;21,27;92,27;14,08;26,26433039;14,735;5,091543782;63,19;62,51;54,8337734;51,41;14,27;46,63;49,985;12,415;53,03;10,275;4,53;23,41298528;15,96;54,89;33,9740501;4,214427526;12,222;7,91;1,761;104,8595766;20,935;84,47;104,0466572;;102,25;4,023575876;67,3;17,42159745;;28,235;52,08;41,89;55,25;78,1559447;37,98;41,63643825;17,903227;126,55;
14/06/2011;40,125;50,51;;9,351856013;62,66962857;21,405;93,92;14,37;26,981146;15,14;5,217006856;64,53;63,4;56,10325595;52,61;14,545;47,15;50,41;12,685;53;10,57;4,572;23,64157072;16,13;55,6;33,7702058;4,313225224;12,35;8,166;1,805;107,0527181;20,95;86,09;105,2633136;;103,8;4,087293426;67,33;17,56371456;;29,09;52,91;42,785;56,3;79,71085229;38,325;42,38896365;18,13548508;128,4;
15/06/2011;39,695;50,91;;9,272551953;61,58110717;21,675;92,72;14,19;26,40356795;15,145;5,058352493;63,1;62,38;55,33566185;51,3;14,17;46,63;50,84;12,495;53,15;10,35;4,502;23,30598784;15,84;55,39;33,82844703;4,213721828;12,154;8,04;1,716;105,3164811;20,825;85,4;103,641105;;102,25;3,926125505;66,74;17,24517621;;28,935;51,91;42,21;55,35;79,37890573;37,74;41,83447125;17,58387214;128,5;
16/06/2011;39,67;50,03;;9,233401847;61,45499798;21,63;92,2;14,06;26,07352335;14,815;5,059680145;62,85;63,44;56,41816635;51,11;14,335;46,97;51,38;12,48;52,61;10,395;4,546;23,5394368;15,81;54,38;33,9740501;4,203842058;12,126;7,974;1,74;104,4940531;20,325;84,93;101,838651;;101,05;3,875526275;66,8;17,45590158;;27,85;51,68;42,135;55,175;79,33522855;38,09;41,59188083;17,73387215;129,5;
17/06/2011;40;51,02;;9,283594291;62,12536787;21,44;93,69;14,02;25,69190929;15,2;5,277415002;63,29;64,18;56,6445082;52,2;14,41;47,34;52,72;12,49;51,94;10,48;4,534;23,7582952;15,99;54,24;33,72167144;4,253946605;12,116;8,194;1,819;105,1337193;20,68;85,86;101,6133443;;103,35;3,965480463;67,13;17,5441122;;28,355;52,37;42,33;55,375;80,37474541;38,13;42,1414224;18,06290443;130,3;
20/06/2011;39,835;51;;9,306682815;61,83332554;21,26;93,35;13,945;25,19684239;15;5,220989811;62,8;63,9;56,47721205;51,75;14,3;47,56;52,28;12,425;51,82;10,505;4,3;23,47621104;15,72;54,12;33,80903329;4,223601598;12,064;8,08;1,804;104,9509575;20,595;86,39;101,9738351;;102,75;3,794942314;67,13;17,36769096;;28,23;52;42,335;54,8;80,06026972;38,055;41,48296268;17,86451732;132;
21/06/2011;40,105;52,41;;9,312705908;63,09441741;21,755;95,56;13,965;25,49078836;15,375;5,327201936;65,2;64,85;56,7625996;53,08;14,715;48,56;52,15;12,63;52,61;10,615;4,316;23,96742656;16,07;54,67;33,9740501;4,296288476;12,442;8,28;1,86;106,4130519;20,86;87,56;105,1731909;;104,2;3,94111787;67,05;17,62252164;;29,2;52,44;43,05;56,65;81,65885449;38,875;42,69096398;18,31935606;133,9;
22/06/2011;39,425;52,88;;9,339809827;63,65195277;21,85;95,2;13,895;25,46500362;15,26;5,310606292;65,27;65,39;57,10703285;53,34;14,53;48,91;52,03;12,705;52,02;10,67;4,376;23,88474672;15,89;54,63;33,99831728;4,325222087;12,51;8,334;1,864;107,3725512;20,585;87,91;106,6602155;;103,65;3,942991916;66,45;16,07883579;;29,095;52,82;42,34;55,375;81,02116767;38,58;42,08696333;18,30000122;133,1;
23/06/2011;39,465;51,41;;9,327763641;62,19174113;22,02;94,01;13,73;25,26903964;14,88;5,056361016;64,44;65,21;53,534768;51,28;14,05;48,755;51,11;12,66;50,85;10,585;4,292;23,37407712;15,58;54,4;34,12936004;4,207370547;12,462;8,035;1,783;105,819076;20,45;86,44;103,3256756;;102,75;3,883022457;65,54;16,00042635;;28,915;52,29;41,25;53,95;80,01659254;37,97;41,3096838;17,79677538;132;
24/06/2011;39,15;51,91;;9,323748245;62,33112497;22,4;91,87;13,7;25,46500362;14,515;4,984667831;64,29;67,13;53,2198576;50,19;14,08;49,02;51,95;12,67;50,18;10,375;4,28;23,34003248;15,58;54,4;34,41571275;4,158677396;12,38;7,847;1,707;106,2759805;20,45;86,17;104,7676388;;101,4;3,883022457;65,69;16,3679706;;28,815;52,41;41,085;54,275;80,68048567;37,995;41,33443793;17,84516248;134,85;
27/06/2011;39,365;51,77;;9,273555802;63,08114276;22,05;91,65;13,775;26,02195389;14,615;5,011220862;63,68;67,76;52,8459015;50,16;14,18;49,24;51,96;12,8;50,53;10,46;4,32;23,26221616;15,69;54,84;34,60499675;4,17702554;12,516;7,847;1,727;106,5044327;20,455;86,89;105,2182523;;101,4;3,989843055;66,93;16,5639942;;29,1;52,78;41,09;54,875;81,05610941;38,13;41,40374948;17,903227;136;
28/06/2011;39,57;53,78;;9,180197858;63,70505137;22,54;92,05;13,82;25,87240243;14,895;5,066318402;64,72;69,1;53,03287955;51,13;14,29;50,39;52,54;12,945;51,2;10,415;4,358;23,46162048;15,76;54,96;35,43008082;4,220778806;12,51;7,97;1,762;108,2406697;20,425;87,75;108,6879762;;102,05;3,982346873;67,48;16,4659824;;28,895;53,83;41,07;55,125;79,49246639;38,4;41,77506135;18,00483991;141,1;
29/06/2011;40,05;54,95;;9,26652886;64,79357277;22,825;94,91;14,15;26,25917344;15,26;5,174522006;66,31;68,86;53,91856505;52;14,83;51,34;51,69;13,115;52,1;10,58;4,442;24,10360512;16,12;55,88;35,78923506;4,269471958;12,55;8,241;1,786;111,5760724;21,11;88,98;110,4003075;;103,6;4,109781973;68,16;16,7600178;;29,495;54,45;41,33;56,7;81,65885449;39,115;42,9929643;18,40645284;142,7;
30/06/2011;40;54,7;;9,30166357;65,6033265;23,08;96,33;14,31;26,19729008;15,67;5,286044738;67,57;68,81;54,5582268;53,23;15,27;51,9;51,45;13,25;52,4;10,815;4,504;24,54618544;16,31;55,93;36,39106109;4,33086767;12,568;8,489;1,836;112,2157387;21,665;89,56;111,8422707;;105,45;4,188491888;67,97;17,35788978;;29,45;55,44;41,75;57,6;82,72457766;39,88;43,73558805;18,55645285;142,35;
01/07/2011;40,04;54,75;;9,378959933;65,72943569;23,01;97,43;14,245;26,79549591;15,845;5,425448153;67,84;67,77;54,78456865;54,54;15,48;51,59;51,55;13,265;52,93;10,69;4,5;24,62400176;16,49;56,07;36,49783668;4,391557685;12,476;8,673;1,913;112,3985005;21,585;89,59;113,419418;;106,3;4,169751432;67,67;17,30888388;;29,32;55,5;41,8;58,475;82,89928638;39,91;44,06729333;18,4354851;142,8;
04/07/2011;40,755;54,98;;9,39000227;65,55686522;23,425;97,35;14,44;27,16679609;15,77;5,396239818;67,7;68,82;55,53248085;53,95;15,235;52,35;51,37;13,29;53,76;10,695;4,452;24,64345584;16,55;56,19;36,78904282;4,377443728;12,848;8,631;1,9;113,266619;21,775;89,71;113,1039885;;106,45;4,156633113;68,89;17,152065;;30,03;55,57;42;58,35;82,47125002;39,87;43,7256864;18,40161413;145,75;
05/07/2011;40,32;55,78;;9,373940688;65,00596719;23,55;97,43;14,14;27,02240158;15,61;5,323882808;67,8;68,79;55,61120845;53,25;15,01;52,81;51,37;13,25;53,1;10,63;4,378;24,2203296;16,4;56,34;36,78904282;4,308991037;12,784;8,586;1,862;114,3631897;21,805;89,53;114,5008904;;106,4;4,094789608;69,18;17,17656795;;29,71;55,35;42,03;57,55;82,52366264;39,67;43,08702998;18,35806574;147,35;
06/07/2011;40,35;55,96;;9,285601988;65,03915382;23,39;96,66;14,015;26,56343331;15,505;5,211032424;68,45;67,82;56,35912065;52,5;14,745;52,97;51,53;13,175;53,23;10,565;4,358;23,94310896;16,28;56,35;37,12878332;4,262414979;12,722;8,467;1,779;113,6321425;21,825;89,95;114,2755836;;105,35;4,122900292;69,44;17,2010709;;29,35;55,9;42,09;57,95;82,94296356;39,8;42,775128;18,1451625;147,8;
07/07/2011;40,97;55,8;;9,378959933;65,59668917;23,385;96,78;14,305;27,52262542;15,65;5,220325985;68,75;69,28;56,96925955;51,82;14,9;52,63;52,6;13,145;54,5;10,67;4,424;24,20087552;16,33;56,41;36,88611154;4,290642893;12,714;8,519;1,733;114,9114751;21,78;90,22;116,2132217;;106;4,239091119;69,95;17,35788978;;29,83;55,3;43,55;56,85;83,20502664;40,4;42,8939478;18,0967754;148,8;
08/07/2011;40,35;55,84;;9,357879107;65,02587917;23,125;95,48;14,28;27,04302936;15,245;5,021178249;68,37;68,51;56,47721205;49,82;14,25;52,39;52,48;13,095;54,96;10,575;4,322;23,62211664;15,94;56,6;36,33281986;4,18690531;12,86;8,394;1,654;115,6425222;21,465;89,67;114,3657063;;105,6;4,072301061;69,56;17,43139863;;29,35;55,52;43,04;55,775;82,70710679;39,97;41,94834023;17,50161407;148,65;
11/07/2011;39,75;54,93;;9,312705908;63,77806195;23,045;91,56;14,11;27,32666144;14,24;4,862523886;66,95;66,75;55,19788855;46,455;13,9;51;51,56;12,805;53,05;10,375;4,146;23,04822128;15,5;56,49;36,45900919;4,049999928;12,564;7,785;1,526;113,0381667;21,35;88,54;112,1126388;;101,8;3,991717101;68,66;16,9560414;;28,545;54,57;42,525;54,075;81,3705851;39,33;41,15620823;16,82419467;143,75;
12/07/2011;39,03;54,73;;9,272551953;63,37982241;23,195;89,99;13,855;26,50670689;14,015;4,873145099;67;67,24;54,7944096;46,945;13,73;51,68;51,05;12,6;52,41;10,165;4,108;22,6883208;15,54;55,64;36,90552528;4,022477712;12,35;7,584;1,577;112,9924763;21,165;87,89;111,2564732;;100,1;3,916755278;67,65;16,71591249;;28,6;54,21;41,925;53,525;81,22208269;38,83;40,35417458;16,73225918;144,55;
13/07/2011;38,73;56,33;;9,308690512;63,69841404;24,095;90,93;13,89;25,77957738;14,02;4,863851538;68,23;70,18;54,52870395;46,51;14;53,17;50,9;12,65;53,29;10,31;4,152;22,8828616;15,67;56,12;36,40076796;3,960036198;12,456;7,855;1,642;115,2313082;21,69;84,94;113,3292953;;101,85;3,791194223;67,78;16,96094199;;29,135;54,98;42,05;54,275;82,24412869;38,85;40,69083068;16,75161402;146,9;
14/07/2011;39,235;55,94;;9,250467278;63,08114276;23,79;90,01;13,7;25,12980208;13,925;4,875800402;68,5;71;54,0268155;46,05;13,8;53,26;50,93;12,47;53;10,25;4,096;22,58618688;15,58;55,71;33,9740501;3,960036198;12,372;7,79;1,607;114,3631897;21,435;84,78;112,3830069;;101,1;3,736846901;67;16,88253255;;28,53;54,7;40,86;53,225;81,63264818;38,595;40,08683003;16,451614;146,8;
15/07/2011;39,28;57,42;;9,261509616;62,75591381;23,71;89,39;13,715;24,95962283;13,62;4,816056081;67,91;72,67;54,6172725;45,28;13,7;53,27;50,75;12,44;54,01;10,26;4,016;22,24574048;15,45;57;33,39163781;3,909412761;12,378;7,607;1,583;115,2769986;21,21;84,38;112,3379456;;101,05;3,680625534;66,86;17,01974907;;28,59;55,4;40,8;52,075;81,28323074;38,37;39,5075835;16,44193658;151;
18/07/2011;39,22;55,27;;9,225371057;62,12536787;23,76;87,83;13,455;24,90805336;12,885;4,727767251;67,43;71,11;54,8140915;43,63;13,6;51,5;50,69;12,21;53,7;10,09;3,942;21,85665888;15,18;56,09;32,51801938;3,886596564;12,424;7,071;1,48;115,3226891;20,495;83,37;110,3101848;;98,75;3,55881257;66,21;16,8580296;;27,215;54,23;40,38;51;80,09521147;38,085;38,5570251;16,2096785;147,75;
19/07/2011;39,38;53,58;;9,207301777;62,09881857;23,93;89,38;13,54;25,69706623;13,14;4,804107217;67;72;55,4242304;44,9;13,95;52,4;50,21;12,4;53,05;10,345;4,006;22,01229152;15,29;55,3;32,18798575;3,915829816;12,364;7,435;1,544;116,5106407;20,48;83,66;111,0311664;;101,7;3,646892713;66,17;16,57379538;;27,7;54,44;41,1;52,55;81,23955356;38,32;39,61155083;16,53387207;150,8;
20/07/2011;40;53,47;;9,20429023;62,57006869;24,79;90,79;13,715;25,81051906;13,645;5,045075977;66,2;71,95;55,0502743;46,955;14,175;52,45;50,37;12,475;53,9;10,505;4,128;22,55214224;15,52;55,78;32,34814913;4,061996078;12,7;7,8;1,646;117,7442828;20,7;84,06;113,6897861;;104,1;3,823052998;66,99;16,79432193;;28,995;55,15;41,21;52,925;80,80278177;38,555;40,04722343;16,71774305;150,35;
21/07/2011;40,32;53,12;;9,299655872;63,7116887;24,87;92,93;13,845;26,53764857;14,41;5,268121441;66,76;71,19;55,76866365;48,92;14,26;52,25;50,57;12,59;53,67;10,57;4,2;23,05794832;15,81;56,2;33,3625172;4,179642094;12,69;8,099;1,803;118,2468777;20,595;84,81;115,6724855;;106,05;3,918629323;68,65;17,42159745;;29,715;54,85;41,52;52,975;81,60644187;38,905;40,76014223;17,03709791;145,1;
22/07/2011;41,3;54,96;;9,392009968;64,023643;24,835;93,28;13,925;26,66657224;14,335;5,207713295;66,57;71,58;55,72929985;48,815;14,455;52,47;51,24;12,645;53,91;10,71;4,214;23,28653376;15,95;56,71;33,71196457;4,220996451;12,834;8,087;1,752;118,5210204;20,72;84,62;116,4835898;;106,65;3,869904138;69,67;17,48530512;;29,28;55,21;42,155;53,275;81,41426228;39,455;41,0126343;17,18709792;148,8;
25/07/2011;41,32;55,5;;9,343825222;64,88649533;25,04;92,4;14,02;26,91926264;13,705;5,040429197;67,34;73,52;56,43784825;46,7;14,31;53,04;50,94;12,655;53,75;10,62;4,172;23,08712944;15,82;56,87;33,67313709;4,161103934;12,898;7,883;1,606;119,1606867;20,845;84,87;117,6551849;;106,3;3,751839266;69,52;17,31868506;;29,3;55,4;42;53,7;81,77241515;39,265;40,6957815;16,77580757;148,85;
26/07/2011;41,04;54,5;;9,265525011;64,38205858;24,48;93;13,995;27,05334326;13,73;5,033127113;66,75;72,19;57,3727385;46,595;13,975;51,81;51,17;12,76;53,7;10,79;4,17;23,00931312;15,72;57,1;34,26525624;4,128305651;12,832;7,878;1,656;117,972735;20,675;85,48;117,15951;;106,8;3,791194223;70,42;17,26477857;;28,705;54,82;43,49;52,775;81,72873797;39,06;40,200699;16,54354949;146,8;
27/07/2011;40,7;54,2;;9,269540407;63,67850207;24,33;91,72;13,89;26,75424034;13,44;4,873145099;65,86;70,7;56,61498535;45,835;13,75;51,03;50,67;12,525;52,79;10,67;4,052;22,6396856;15,44;57,44;33,68284396;4,065561109;12,784;7,558;1,571;119,0693058;20,43;84,37;116,9792646;;104,85;3,791194223;70,06;17,23047444;;28,04;53,8;44,015;51,25;79,62349793;38,68;40,48289603;16,31129141;144,05;
28/07/2011;41,12;53,42;;9,401044608;62,9085723;24,3;92,46;13,92;26,10446503;13,455;4,891732221;63,09;70,25;55,94580075;46,395;13,64;51,07;50,29;12,435;52,6;10,73;4,052;22,55700576;15,38;56,7;33,77991267;4,047735955;12,67;7,703;1,621;118,6580917;20,13;84,3;116,0780376;;104,5;3,79681636;70,34;17,07855615;;30;54,7;43,95;51,35;78,73248347;38,365;40,08683003;16,23871076;138,05;
29/07/2011;40,2;51,79;;9,323748245;63,68513939;24,2;91,06;14,05;25,76926349;13,11;4,862523886;63,22;69,82;55,04043335;45,465;13,7;50,66;49,8;12,32;51,64;10,84;4,02;22,20683232;15,18;55,91;33,05189731;4,042031906;12,628;7,52;1,616;117,8813541;20,2;84,01;115,3119947;;103,05;3,800564451;69,12;17,0050473;;29,03;54,29;43,645;50,575;78,07732578;37,78;40,1214858;16,16613011;139,45;
01/08/2011;40;51,19;;9,227378754;63,06786811;23,955;88,82;13,82;25,55782867;12,805;4,60827861;61,21;67,71;53,21001665;43,675;12,87;49,005;49,165;12,015;50,79;10,43;3,87;21,43839616;14,74;55,25;33,10043167;3,920820859;12,492;7,42;1,489;117,4244497;19,73;82,95;114,7261971;;101;3,643144622;68,82;16,64730423;;28,5;52,9;42,765;50,025;75,13348389;37,075;38,7748614;15,84677525;138,1;
02/08/2011;39,835;49,52;;9,070778332;62,3908609;23,535;86,59;13,5;25,42374805;12,4;4,478168756;60,15;65,97;52,18655785;42,6;12,655;47,415;49,505;11,97;49,54;10,35;3,884;21,20981072;14,71;54,77;32,6150881;3,872336441;12,122;7,133;1,411;114,5916419;19,08;81,9;110,8959824;;99,04;3,590671345;67,85;16,32386529;;27,95;52,44;42,05;47,965;73,44754477;36,8;37,79459805;15,64354943;132,45;
03/08/2011;38,64;48,835;;8,98344348;62,25147706;22,73;84,9;13,3;25,06276177;12,03;4,423735041;58,51;65,55;51,3303952;41,805;12,565;45,33;49,32;11,705;50,68;10,255;3,836;21,31194464;14,18;53,73;32,51801938;3,880179508;12,02;6,823;1,372;113,266619;18,865;81,11;109,1836511;;97,81;3,491346929;66,84;15,93671868;;27,65;51,83;41,52;46,81;70,97541642;36,15;37,15594163;15,61935588;126,3;
04/08/2011;37,815;48,54;;8,956339561;59,94832507;21,355;82,83;12,87;24,0210585;11,71;4,227906434;56,63;61,27;49,84441175;40,615;12,135;43,86;48,21;11,395;48,1;10,145;3,73;20,43651104;13,85;52,89;31,06198866;3,746134351;11,532;6,455;1,23;106,5044327;17,975;79,01;103,8213504;;95,52;3,369533966;64,2;15,20163018;;25,915;50,51;40,235;45,02;68,17134151;35,31;35,249874;15,07742036;121,3;
05/08/2011;37,545;48,515;;8,801746836;58,5080254;21,68;79,1;12,92;24,10356965;11,555;4,277693368;53,99;60,48;47,9451084;40,615;12,215;41,97;47,905;11,38;51,7;9,969;3,624;19,85288864;13,37;51,59;29,97481906;3,700501957;11,458;6,56;1,299;104,996648;18,285;77,11;103,8213504;;92,8;3,352667556;63,55;14,87819124;;24,83;49,67;39,275;45,375;66,46793151;34,235;34,93797203;14,98548487;115,9;
08/08/2011;36,4;45,435;;8,534723038;57,14073632;19,81;77;12,38;22,97419829;10,99;4,22857026;50,99;55,14;45,98183888;39,31;11,92;39,01;46,435;10,885;48,99;9,759;3,636;19,27899328;13,06;49,655;29,46035487;3,60709815;11,122;6,015;1,297;98,91981849;17,7;75,04;96,56647305;;91,07;3,302068325;60,23;14,1136992;;22,725;47,75;37,045;42,64;63,33191004;33,295;32,873478;14,69032356;108,85;
09/08/2011;36,6;46,35;;8,33897251;58,20270843;20,495;77,17;12,52;23,97464598;11,235;4,214629918;52,11;58,63;44,30887738;39,335;12,465;38,88;46,495;10,87;44,44;9,42;3,608;19,47353408;12,91;50,34;29,6544923;3,590699008;11,254;6,19;1,312;100,9758886;18,64;76,35;100,1713811;;91,49;3,363911829;60,51;14,22641277;;23,93;47,26;37,4;44,87;64,85187588;33,11;34,89836543;15,02419455;112,6;
10/08/2011;35,145;45,405;;8,321907079;55,98584167;19,91;70,96;12,305;23,30939983;10,04;3,863466077;49,53;55,62;41,82895798;35,61;11,45;36,67;45,16;10,345;44;9,108;3,378;18,6515992;12,17;49,69;29,60595794;3,405317407;11,104;5,685;1,132;98,00600954;18,04;75,63;96,1609209;;87,31;3,204617954;57,8;13,44721896;;23,755;44,19;35,45;41,63;61,5935583;31,665;33,14082255;14,2741945;109,4;
11/08/2011;36,05;48,33;;8,404222686;57,26684551;20,665;72,65;12,56;24,84617;10,43;3,986937674;52,23;57,66;43,70857943;35,72;11,745;37,645;45,3;10,745;45,9;9,243;3,5;19,089316;12,61;50,95;29,94569845;3,556474713;11,54;5,806;1,208;99,55948475;19,075;77,22;100,3065651;;89,03;3,307690462;59,96;13,84906734;;24,365;45,63;36,245;43,975;63,13973045;32,22;34,12603673;14,52096871;114,1;
