;ABI.BR;ADSGn.DE;ADYEN.AS;AD.AS;AIRP.PA;AIR.PA;ALVG.DE;AMA.MC;ASML.AS;AXAF.PA;SAN.MC;BASFn.DE;BMWG.DE;BAYGn.DE;BNPP.PA;CRH.I;DAIGn.DE;DANO.PA;DPWGn.DE;DB1Gn.DE;DTEGn.DE;ENEI.MI;ENGIE.PA;ENI.MI;ESLX.PA;FLTRF.I;IBE.MC;ITX.MC;INGA.AS;ISP.MI;PRTP.PA;KNEBV.HE;OREP.PA;LVMH.PA;LINI.DE;MUVGn.DE;NOKIA.HE;PERP.PA;PHG.AS;PRX.AS;SAF.PA;SASY.PA;SAPG.DE;SCHN.PA;SIEGn.DE;TOTF.PA;SGEF.PA;VIV.PA;VOWG_p.DE;VNAn.DE
13/07/2012;63;57,91;;9,596795136;64,90257519;27,215;79,06;16,19;42,86454235;10,06;3,376562607;55,96;57,77;57,3727385;29,77;15,035;36,395;49,83;14,34;42,115;9,178;2,392;17,54271664;16,89;72,2;51,64055615;2,374374989;16,158;5,291;1,022;99,83362744;24,4;91,67;107,110829;;114,1;1,414904418;83,23;15,78970098;;28,3;60,74;48,9;42,79;59,4271702;36,035;34,8142014;15,77;137,1;
16/07/2012;63,04;57,69;;9,739341675;64,72694526;27,53;79,5;16,28;43,01409381;10,01;3,26434837;56,25;57,5;56,65434915;29,5;15,49;36,565;49,695;14,67;41,295;9,139;2,378;17,47949088;16,71;71,89;52,17443408;2,291037478;16,102;5,348;1,008;98,55429491;24,59;92,09;106,6151541;;114,7;1,424274646;83,25;15,91711632;;28,42;60,95;49,03;43,2;59,63682067;36,01;34,78449645;15,795;136,8;
17/07/2012;62,94;58,21;;9,728299337;64,98307224;27,06;79,58;16,25;42,72014784;10,02;3,268692147;56,91;57,62;57,24480615;29,44;15,29;36,57;50,18;14,38;41,11;9,181;2,362;17,45030976;16,49;71,95;53,26160369;2,343123423;16,164;5,28;0,977;99,42241341;25;93,85;106,5250314;;113,2;1,311831911;83,73;15,94161927;;28,365;60,94;49,05;43,345;59,62808523;35,865;34,5765618;15,6;137,4;
18/07/2012;63,48;58,35;;9,832699619;66,30029667;27,37;80,8;16,58;45,61835198;10,155;3,26941611;57,46;58,84;58,1206507;29,845;15,46;37,5;50,73;14,775;41,635;9,378;2,332;17,62539648;16,82;72,36;52,36857151;2,336426658;16,298;5,357;0,9965;100,7017459;25,075;95,82;108,5978535;;115,95;1,28465825;84,05;16,01512812;;28,88;63,15;50,48;44;60,4492162;36,54;35,22511988;15,855;137,75;
19/07/2012;64,87;60,19;;9,872853574;66,90036558;27,64;81,03;16,94;46,83539144;10,155;3,273035924;58,61;59,66;58,8291991;30,205;15,35;38,055;50,86;14,935;42,41;9,485;2,32;17,71780336;16,82;73,87;53,12570749;2,326009469;16,598;5,374;1,003;102,8035065;25,275;96,94;111,2564732;;116,7;1,438329988;86,78;16,10333874;;29,365;63,21;51;44,2;61,2528763;36,665;35,45780865;15,665;139,5;
20/07/2012;63,9;59,91;;9,66405301;65,90512934;28,71;79,86;16,275;47,01072763;9,717;3,033404229;58,01;58,28;57,6089213;28,515;15,16;37,525;50,5;14,65;41,17;9,09;2,222;17,08068224;16,29;72,88;52,09677911;2,163798956;16,014;5,19;0,9375;101,4784835;25,5;96,13;109,048467;;115,25;1,332446413;86,5;15,89261337;;28,505;62,35;50,58;43,2;60,44048077;36,055;34,34882385;15,115;137,55;
23/07/2012;63,06;58,37;;9,436179318;64,62449447;27,93;75,9;15,775;46,73740945;9,19;3,062362742;56,24;56,64;56,0343693;26,955;14,68;36,44;48,865;14,145;40,16;8,909;2,132;16,66728304;15,67;68,96;51,47553934;2,102039908;15,928;4,805;0,921;98,7370567;25,075;94,12;106,9756449;;109,55;1,330572367;84,35;16,69140954;;27,19;61,43;49,055;41,495;58,75454164;35,39;32,5566252;14,72;133,4;
24/07/2012;63,33;59,03;;9,497414099;63,67316571;28,445;74,16;15,79;46,61879967;8,903;2,92336188;55,99;55,18;55,6604132;26,46;14,69;36,13;48;13,96;40;8,83;2,034;16,31224608;15,25;68,75;51,92205542;1,98298632;15,58;4,697;0,879;98,14308088;25,325;93,52;107,246013;;108,35;1,377423507;84,92;16,662006;;27,045;61,1;50,77;41,85;58,52742031;34,83;32,1407559;14,5;132;
25/07/2012;63,11;58,91;;9,460271691;63,43899248;27,895;74,2;16,53;46,63942745;8,924;2,950148505;56,16;55,89;56,14261975;26,56;14,66;37,615;46,955;14,05;40;8,808;2,06;16,292792;15,25;68,34;51,727918;1,974801386;16,018;4,778;0,8915;99,19396117;25,25;93,23;108,6429149;;109,4;1,409282282;85,41;17,15696559;;26,655;61,66;50,44;41,905;58,80695426;34,83;32,20511663;14,6;133,65;
26/07/2012;65,19;60,32;;9,657026068;66,62228487;28,21;77,54;17,065;47,64503209;9,449;3,265072333;57,76;57,5;58,76031245;28,835;14,75;38,245;47,545;14,49;41,055;9,178;2,18;16,96882128;16,13;70,95;52,70831201;2,105760332;16,368;5,051;0,97;103,4888632;25,275;97,31;112,5632523;;114,4;1,502047538;87,63;17,53921161;;27,2;63,75;51,41;44,47;58,10811939;36,12;33,95770868;15,22;133,55;
27/07/2012;65,45;60,98;;9,763434047;67,10526716;29,805;79,68;17,195;48,42373107;9,794;3,460542295;58,94;59,15;60,01995405;30,185;15,27;39,325;49,35;14,665;40,25;9,26;2,244;17,46976384;16,63;71,37;52,68889827;2,180912909;16,62;5,193;0,9905;110,3424303;25,5;99,54;112,1126388;;115,05;1,632293707;87,72;17,46570276;;27,75;65,2;52,22;45,7;58,44006595;37,35;34,2201024;15,42;134,1;
30/07/2012;66,28;61,67;;9,887911307;66,95890889;29,715;81,11;17,18;49,64592748;10;3,600991083;60,24;60,43;60,17740925;31,185;15,65;40,09;50,15;14,71;40,96;9,198;2,322;17,77130208;16,87;71,7;53,48486173;2,221093495;17,31;5,409;1,056;112,4898813;25,5;98,9;112,1577002;;115,75;1,680081869;88,48;17,5441122;;28,2;65,6;52,3;47,315;60,39680359;37,45;35,11620173;15,685;137,6;
31/07/2012;64,17;61,11;;9,933084505;66,57837739;29,26;81,09;17,585;48,7022062;9,95;3,583615975;59,48;60,77;60,92532145;30,17;14,945;40,71;49,48;14,64;40,465;9,177;2,326;17,68862224;16,84;70,84;53,19365559;2,195050523;16,766;5,381;1,033;111,4846915;25,25;97,62;110,4453689;;115,6;1,827194448;87,51;17,52450984;;27,595;66,47;51,86;46,03;60,36186184;37,605;34,21020075;15,46;139;
01/08/2012;65,64;60,9;;9,887911307;67,22235378;31,005;81,43;17,55;48,01117532;10,07;3,592303529;59,08;58,99;61,2697547;30,705;14,775;40,16;50,05;14,68;40,54;9,207;2,318;17,79075616;16,8;70,27;52,407399;2,168263466;16,606;5,309;1,038;112,1700482;24,965;98,62;111,2114118;;116,5;1,939637183;88,46;17,77934052;;27,92;66,55;51,56;48,185;60,47542251;37,995;33,4477737;15,8;138,2;
02/08/2012;65,26;59,1;;9,877872818;65,67095611;30,28;78,62;17,195;47,20153466;9,699;3,351947872;57,75;56,46;59,636157;29,45;14,725;39,015;48,425;15,015;39,945;9,027;2,182;17,71293984;16,49;68,66;53,3586724;2,020190566;16,258;5,04;0,938;110,7993348;24,715;98;109,5892032;;113,5;1,775658194;87,1;17,73033462;;26,97;65,37;51,26;46,5;59,69796872;37,34;31,72983743;14,97;135,9;
03/08/2012;66,39;61,11;;9,966211518;68,54689613;31,2;83,07;17,95;48,6145381;10,19;3,612574488;59,71;58,12;61,997985;32;14,89;40,435;49,66;15,475;40,185;9,35;2,318;18,58837344;17,64;69,23;53,67899916;2,138500069;17,142;5,383;1,056;113,4036903;25,325;100,75;115,5373014;;117,35;1,83469063;88,24;17,96066235;;28,12;67,82;52,59;49,88;63,37558722;38,925;33,4477737;15,585;141,7;
06/08/2012;66;61,54;;10,08868108;68,21759002;30,8;84,7;18,45;46,84054838;10,475;3,757367053;60,38;59,5;61,37800515;33,2;15,44;41,12;49,46;15,545;41,21;9,285;2,378;18,8704576;17,7;69,52;53,58193044;2,310383686;17,796;5,579;1,096;115,0942368;25,425;101,6;117,3397554;;117,6;1,857179177;88,62;17,90675586;;28,585;66,96;52,9;51,3;64,07442209;38,9;34,05672518;15,52;144,05;
07/08/2012;66,63;61,46;;10,18404672;69,62994734;30,7;85,93;17,44;48,18135457;10,88;3,873201104;61,21;60,51;62,02750785;33,63;15,65;41,805;49,545;15,37;41,075;9,4;2,456;19,20117696;18,02;69,14;53,58193044;2,36991048;18,12;5,753;1,116;116,236498;25,65;101,5;119,1872708;;118,2;2,044583736;88,35;18,1811889;;28,65;68,19;52,38;51,2;64,42383952;39,755;34,92807038;15,825;147,9;
08/08/2012;66,6;61,56;;10,22420068;70,17879085;30,25;86,38;16,295;47,75848492;11,025;3,868133364;60,94;60,22;62,1160764;33,83;15,665;41,56;49,97;15,39;40,91;9,39;2,46;19,1622688;18,06;68,83;53,04805251;2,344611592;17,7;5,68;1,125;116,1908076;25,65;100,5;117,6551849;;118,6;2,005228778;88,26;18,0831771;;28,5;67,05;52,55;49,165;64,6859026;39,895;34,655775;15,785;146,35;
09/08/2012;66,44;61,24;;10,19408521;70,45687157;30,615;86,56;16,58;48,47530054;11,245;3,843518628;60,99;60,17;61,997985;34,02;15,915;41,345;50,06;15,405;41,19;9,205;2,462;18,8947752;17,9;68,56;52,78596698;2,305175092;17,5;5,818;1,121;116,739093;25,9;102,5;120,8996021;;119,35;2,134537924;88,79;18,1811889;;28,575;67,71;52,59;49,5;64,5898128;40;34,74984068;15,745;148,35;
10/08/2012;65,85;61,41;;10,20914294;69,46163532;30,695;86,55;16,415;48,23808098;11,23;3,829763335;60,93;59,9;61,65355175;33,675;15,89;41,365;49,045;15,425;41,345;9,204;2,448;18,78291424;17,85;68,19;54,08668776;2,269459015;17,188;5,839;1,093;116,6934025;25,5;100,55;121,3502156;;119;2,173892881;87,65;18,15178536;;28,505;67,2;51,65;49,155;64,79072783;39,96;34,50725025;15,63;147,85;
13/08/2012;65,42;61,25;;10,25933539;69,09573965;30,365;86,59;16,715;47,54189316;11,26;3,860169773;60,51;59,08;61,2500728;33,75;15,51;40,83;48,63;15,33;41,34;9,186;2,456;18,8218224;17,75;67,8;52,99951816;2,2702031;17,294;5,817;1,102;116,6020216;25,4;100,5;121,1249088;;119,1;2,04270969;87,98;17,91655704;;28,23;67,24;51,79;48,955;64,54613562;39,755;34,3389222;15,655;145,9;
14/08/2012;65,54;61,91;;10,3396433;69,89339222;30,27;87,06;17;48,26902266;11,365;3,902159617;61,26;59,13;62,51955535;33,81;14,68;41,145;48,905;15,605;41,88;9,35;2,476;19,06013488;17,9;68,83;52,56270894;2,279876204;17,094;5,814;1,111;116,8304738;25,475;100,95;120,9897248;;120,5;1,88154177;88,46;18,09297828;;28,52;67,87;52,35;49,685;64,65096085;40;34,81915223;15,75;146,65;
15/08/2012;65,92;62,15;;10,44002818;69,90071014;30,405;86,44;17,22;48,43920191;11,38;3,907227357;61,21;58,98;62,16528115;33,8;14,31;40,745;49,2;15,65;41,555;9,28;2,476;19,1865864;17,9;69;51,9317623;2,2702031;17,026;5,754;1,111;116,1908076;25,325;100,9;119,863191;;119,35;1,94525932;87,75;18,34290837;;28,44;68,53;52,07;49,41;64,58107737;40,03;34,40823375;15,71;144,95;
16/08/2012;65,69;62,39;;10,52033609;70,37637452;30,11;87,17;17,05;47,8770947;11,52;4,061431438;61,52;59,95;62,194804;34,525;14,235;40,75;49,755;15,88;41,685;9,452;2,54;19,4054448;17,87;68,89;51,15521258;2,425716849;17,3;5,827;1,162;117,4244497;25,425;100,85;119,863191;;119,5;2,061450146;87,32;18,27430011;;28,48;68,05;51,94;50,34;64,78199239;40,25;34,5567585;15,93;145;
17/08/2012;65,81;63;;10,58558627;70,32514912;30,25;87,6;17,08;48,42888802;11,57;4,140343386;62,05;61,46;61,63386985;35;14,68;41,815;49,52;15,95;42,345;9,456;2,574;19,49298816;17,92;68;51,68909051;2,492684492;17,412;5,914;1,174;117,6529019;25,45;100,7;120,2236818;;119,55;2,102679149;86,29;18,48502548;;28,425;66,55;51,99;51,26;65,19255788;40,38;35,04689018;16,03;146,35;
20/08/2012;66,16;63;;10,48018214;70,54468653;30,32;87,73;16,87;48,3721616;11,425;4,083150323;62,3;61,22;61,75196125;34,385;14,415;41,9;49,91;15,705;42,26;9,489;2,566;19,61943968;17,81;68,15;51,33964314;2,488219983;17,242;5,806;1,179;116,5563312;25,3;101,3;120,4489886;;118,6;2,104553195;86,85;18,46052253;;27,97;67,1;52,46;51,47;65,27991224;40,45;35,02708688;15,9;145,95;
21/08/2012;65,67;63,07;;10,55045156;71,5033332;30,715;88,32;17,045;48,78471735;11,78;4,133827721;63,04;61,64;61,604347;35,225;14,81;42,175;50,77;15,635;42,015;9,475;2,6;19,67780192;18,01;69,38;51,39788437;2,482267303;17,894;5,971;1,239;117,150307;25,35;101,9;120,764418;;119,3;2,132663878;87,26;18,45562194;;28,28;67,01;52,86;51,96;66,03115972;40,45;35,39344793;15,865;147,05;
22/08/2012;65,05;61,68;;10,47516289;69,827531;30,64;88,21;17,04;48,2071393;11,8;4,018717632;62,32;61,39;60,45295585;35,015;14,26;41,71;50,46;15,54;41,62;9,432;2,558;19,29844736;17,7;67,51;51,30081565;2,384048093;17,406;5,891;1,247;116,6020216;24,81;99,79;119,6378843;;117,9;2,172018836;86,67;18,14198418;;28,19;65,55;51,97;50,36;65,31485398;39,805;34,74488985;15,575;147;
23/08/2012;64,17;61,68;;10,10373881;69,67385482;29,92;87,51;17,2;47,557364;11,645;4,048400107;61,68;60,81;59,7345665;34,775;14,225;41,19;50,33;15,3;41,515;9,359;2,528;19,09417952;17,52;67,96;51,32993627;2,319312705;17,228;5,82;1,207;115,41407;24,6;99,45;118,4212278;;116,5;2,241358522;86,44;18,09787887;;27,585;64,7;51,38;49,8;64,73831521;39,38;34,42803705;15,805;145,8;
24/08/2012;65,4;62,16;;10,15393126;70,28855955;29,6;87,36;17,3;47,59861957;11,595;4,022337446;62,13;60,05;60,4824787;34,18;14,29;40,98;51,01;15,325;41,38;9,464;2,558;19,22549456;17,41;68,97;51,00960951;2,322289045;17,436;5,739;1,19;115,2313082;24,53;100,15;118,8718413;;116,85;2,335060802;87,57;17,85284937;;27,4;65,35;51,69;49,8;65,11393895;39,385;34,50229943;15,62;142,6;
27/08/2012;66;62,47;;10,19408521;70,98376134;29,63;87,92;17,395;47,75332798;11,665;4,065051252;62,82;60,77;61,24023185;34,9;14,49;41,56;51,29;15,505;41,545;9,575;2,562;19,44435296;17,5;69,44;51,26198817;2,366190055;17,694;5,844;1,226;115,4597604;24,71;101,15;120,3138045;;117,3;2,514969178;87,79;18,10277946;;27,545;65,69;52,54;50,41;65,75162577;39,6;34,92807038;15,65;144,2;
28/08/2012;66,56;62,06;;9,961192274;69,41040993;29,775;87,68;17,45;46,0721633;11,63;4,032472925;62,45;60,53;60,64977485;34,53;14,425;41,435;50,69;15,35;40,8;9,524;2,57;19,22549456;17,47;68,84;51,27169504;2,358005121;17,414;5,78;1,221;115,0942368;24,4;101;119,3224548;;116,85;2,318194392;88;18,06357474;;27,69;65,34;51,78;49,445;65,515769;39,24;34,32406973;15,5;144,05;
29/08/2012;66,72;62,39;;10,04350788;69,73971604;30,345;87,02;17,82;46,90243174;11,58;3,970936085;62,52;60,21;61,06309475;34,305;14,285;41,34;49,99;15,525;40,95;9,516;2,556;18,967728;17,5;68,85;51,5920218;2,328241724;17,418;5,762;1,212;115,1399273;24,3;96,58;118,961964;;116,95;2,127041742;87,78;18,132183;;27,93;65,41;52,04;49,57;65,55944618;39,425;34,24980735;15,11;144,85;
30/08/2012;66,5;61,42;;9,984280797;68,473717;30,18;85,8;17,615;46,30938286;11,345;3,871753179;61,22;57,35;60,21677305;33,84;13,975;39,055;49,49;15,27;40,735;9,367;2,544;18,76832368;17,34;70,59;52,48505397;2,285828884;17,324;5,913;1,201;113,9062852;24,325;95,72;116,4385284;;116;2,095182967;85,66;17,72543403;;27,945;64,59;51,52;48,91;65,21002875;39,17;33,863643;15,605;139,1;
31/08/2012;66,78;62,21;;9,867834329;68,45908117;30,32;87,27;17,76;46,44862042;11,51;4,104869208;61,81;57,66;60,68913865;34,555;14,025;39;49,55;15,445;40,93;9,485;2,62;19,0406808;17,62;69,39;54,55261759;2,346843847;17,682;6,082;1,25;113,4950712;24,325;97,74;116,9792646;;117,7;2,117671514;85,67;17,91655704;;27,855;65,05;52,41;50,21;65,88265731;39,705;34,24980735;15,59;140,4;
03/09/2012;68,72;63,07;;9,885903609;69,15428296;30,81;87,72;17,77;47,00557068;11,62;4,111384873;62,44;57,15;61,7814841;34,87;14;38,605;50,4;15,69;41,38;9,533;2,646;19,14767824;17,52;70,57;54,16434273;2,392233027;17,87;6,107;1,261;114,7744037;24,955;99,73;117,15951;;118,25;2,21699593;88,67;18,0831771;;28,135;66,51;53,03;50,97;66,18839757;40,045;34,5369552;15,725;137,5;
04/09/2012;68,16;62,2;;10,12883503;68,16636463;29,985;88,1;17,745;45,99996604;11,59;4,126588092;61,51;55,39;61,2697547;34,51;13,835;37,77;49,705;15,795;40,995;9,52;2,648;18,92881984;17,26;69,69;54,11580837;2,456224331;17,79;6,01;1,256;113,9976661;24,37;99;115,1768106;;117,85;2,142034106;89,02;17,90675586;;27,57;64,52;52,38;49,265;65,26244136;39,42;34,04682353;15,52;133,5;
05/09/2012;68,43;63,33;;10,12883503;69,05183217;29,935;88,79;17,905;46,26812728;11,67;4,139619423;61,43;55,05;61,90941645;35,22;14,05;37,72;49,585;15,565;40,9;9,54;2,654;18,89963872;17,04;71,19;54,74675502;2,434645868;18,136;6,102;1,261;114,8657846;24,505;99,74;115,4021174;;118,15;1,864675359;89,85;18,02927061;;27,77;65,09;53,15;48,98;65,42841465;39,225;33,6260034;15,325;135,25;
06/09/2012;69,94;64,28;;10,26435463;71,15207335;30,505;91,15;18,21;46,97978595;12,04;4,330021646;63,77;57,23;64,48774535;37,145;14,44;39,29;50,72;15,98;40,81;9,737;2,748;18,75373312;17,69;73,85;55,81451088;2,595368211;19,114;6,384;1,336;116,3735694;25;100,85;119,2323321;;119,9;1,810328037;91,11;18,65164554;;28,3;67,12;53,93;51,3;66,85229069;40,5;34,80925058;15,355;140,5;
07/09/2012;68,09;64,05;;10,21918143;70,63250149;30,25;92,34;18,13;45,28830738;12,325;4,403865854;64,2;58,03;64,1826759;37,775;14,8;39,1;49,8;15,4;42,425;9,674;2,84;18,90936576;17,99;72,37;55,71744216;2,671264874;17,826;6,695;1,356;116,4192598;25,55;98,11;119,728007;;120,3;1,926518864;88,02;19,10249982;;28,05;66,15;53,79;52,32;67,59480274;40,545;35,11620173;15,65;141,3;
10/09/2012;66,18;64,1;;10,15393126;70,18610876;29,56;92,86;17,905;45,24189485;12,345;4,393730374;64,13;58,53;63,38555895;38,165;15,1;38,77;49,38;15,385;43,2;9,641;2,83;18,967728;17,86;72,27;56,15425138;2,61322625;17,8;6,683;1,345;116,8761643;25,65;96,82;119,1872708;;120,75;1,958377639;87,04;18,65164554;;27,78;65,72;53,51;51,25;67,87433669;40,45;35,3488905;15,655;142;
11/09/2012;66,55;63,76;;10,16396974;70,62518358;29,67;93,95;17,665;45,00983225;12,525;4,470470433;65,72;59,38;64,42869965;39,01;15,1;39,355;49,3;15,355;43,97;9,828;2,89;19,210904;17,97;73,61;54,5817382;2,649686411;17,88;6,667;1,358;114,4545706;25,825;97,7;115,1768106;;121,1;2,035213508;86,51;18,622242;;28,09;67,4;53,7;50,91;68,4858172;41,195;36,03705518;15,82;143,45;
12/09/2012;65,3;63,5;;10,08868108;70,84472098;28;95;17,58;44,53023619;12,775;4,527663496;65,66;60,56;64,70424625;38,92;15,375;39,185;48,945;15,38;44,905;9,713;2,974;19,332492;17,91;72,72;53,92167095;2,711445459;17,34;6,8;1,365;113,9519757;25,9;97;112,8786818;;121,8;2,07269442;85,85;18,39191427;;27,655;67,28;54,4;51,85;68,43340458;41,05;36,42321953;15,82;146,85;
13/09/2012;65,22;63,23;;10,03848864;70,35442078;25,145;94,46;17,64;44,36005694;12,61;4,444407772;65;59,97;64,3401311;38,31;15,42;38,96;48,85;15,43;44,65;9,701;2,964;19,08445248;17,95;73,15;53,87313659;2,693587421;17,438;6,652;1,333;112,6726431;25,825;97,65;111,1212891;;122,55;2,091434875;86,31;18,33310719;;27,485;66,91;54,5;50,19;68,39846284;40,89;35,10630008;15,7;145,35;
14/09/2012;65,02;64,44;;9,957176878;71,64969147;25,305;96,52;17,675;45,27799348;12,955;4,553726158;66,63;62;63,8677655;39,99;15,705;40,12;49,015;15,415;45,445;9,687;3,03;19,34708256;18,7;73,12;52,6112433;2,815617349;17,898;6,89;1,353;114,0433566;26,6;97,5;114,2755836;;124,3;2,194507383;86,9;18,60754023;;27,945;67,33;54,9;52,68;69,44671514;41,84;36,25489148;15,83;152,5;
17/09/2012;65,05;63,88;;9,851772747;71,86922888;25,7;96,19;17,69;45,14391286;12,945;4,517528017;66,65;61,69;64,52710915;40,195;15,46;39,8;48,91;15,4;45,045;9,762;3,02;19,45894352;18,51;72,66;53,53339609;2,811152839;18,27;6,811;1,344;112,8097145;26,5;97,11;112,2928842;;124,35;2,13641197;85,85;18,50952843;;28,185;66,8;54,9;51,57;69,21959381;41,42;35,88853043;15,535;151,65;
18/09/2012;65,83;64,77;;10,00736932;71,42283615;25,74;95,01;18;44,79324048;12,445;4,416173222;66,78;60,45;64,0645845;39,535;15,31;39,19;49,19;15,32;45;9,632;2,95;19,15740528;18,3;72,83;54,74675502;2,781389442;18,388;6,657;1,265;112,3985005;26,2;97,05;112,0675775;;122,95;2,052079918;87,66;18,5242302;;27,97;66,82;55,72;49,9;69,11476858;41;35,0914476;15,25;148,1;
19/09/2012;66,33;65,41;;10,01941551;72,80592181;25,635;94,83;18,255;43,4421204;12,455;4,42341285;66,95;61,19;64,38933585;39,525;15,265;40,035;49,75;15,32;44,985;9,854;2,98;19,1136336;18,44;73,34;55,32916731;2,789574376;19,062;6,673;1,268;112,8554049;26,425;97,3;112,9688045;;122,55;2,070820374;87,75;18,48502548;;28,28;68;56;48,785;69,14971032;41,47;35,55682515;15,5;150,5;
20/09/2012;67,04;65,59;;10,0234309;72,82787555;25,935;94,09;18,425;43,52463155;12,35;4,369839601;67,44;59,44;64,8518605;38,915;15,53;39,225;49,65;15,49;44,59;10,015;2,98;18,85586704;18,24;73,62;56,78519803;2,760555064;19,4;6,606;1,225;112,9924763;26,55;97,11;111,752148;;123,35;2,061450146;88,1;18,53403138;;28,22;68,19;55,99;48,85;69,43797971;40,81;35,18056245;15,26;149,9;
21/09/2012;67,15;65,2;;9,998334682;72,80592181;25,7;94,98;18,725;42,8593854;12,465;4,524767645;67,9;59,79;66,4264125;39,665;15,65;40,205;50,01;15,565;45,235;10,04;2,98;18,96286448;18,56;74,35;57,85295389;2,811896924;19,876;6,677;1,256;113,8149043;26,975;97,12;110,4453689;;124,95;1,980866186;88;18,50462784;;28,22;69,05;56,3;49,025;69,14097489;40,8;34,9924311;15,69;155,05;
24/09/2012;67,01;64,67;;9,992311588;72,57906649;25;94,18;18,485;42,26117957;12,35;4,466850619;67,48;59,64;66,6232315;39,065;15,435;40,1;49,475;15,49;44,66;9,947;3,01;18,93368336;17,99;73,59;56,63959495;2,797759311;19,52;6,594;1,248;111,530382;26,525;97,33;110,715737;;124,6;1,969621912;87,88;18,29880306;;28,14;68,76;56,04;48,545;68,91385356;40,55;34,457742;15,42;154,9;
25/09/2012;67,5;65,84;;10,05354637;72,65224563;25,195;95,42;18,435;43,2667842;12,475;4,491465355;67,9;58,81;67,26289325;39,51;15,195;39,46;50,03;15,59;44,46;9,768;2,954;17,78589264;17,95;73,91;56,28044071;2,821570028;19,94;6,636;1,281;111,7131437;27,45;98,16;110,8959824;;124,95;1,986488323;88,45;18,622242;;28,315;69,23;56,69;48,735;69,25453556;40,74;34,60131593;15,905;152,25;
26/09/2012;67,74;64,83;;9,941115296;71,3935645;24,45;93,98;18,11;41,83830992;11,99;4,288755765;66,72;57,62;66,4264125;37,335;15,115;38,155;49,105;15,37;43,415;9,688;2,838;17,39194752;17,48;73,18;55,65920094;2,730791667;19,78;6,294;1,221;110,6622635;27,2;96,96;109,1385897;;123,05;1,871234519;87,41;18,2792007;;28,01;67,6;55,11;46,875;67,86560125;39,61;33,5071836;15,55;146,4;
27/09/2012;66,8;64,36;;9,894938249;71,63505565;24,85;93,36;18,195;43,17911611;12,01;4,286583876;66,55;57,64;67,312098;37,895;15,11;38,01;49,24;15,4;43,5;9,729;2,844;17,42599216;17,4;73,81;55,52330474;2,70846912;19,228;6,347;1,221;109,9769067;27;98,27;107,6966265;;122,35;1,920896727;88,15;18,56343492;;28,095;68,82;55,21;47,83;68,21501869;39,68;33,77947898;15,7;143,3;
28/09/2012;66,17;63,84;;9,784514874;70,5812761;24,665;92,59;18,13;42,89548403;11,59;4,195364561;65,65;56,91;65,76706885;36,98;15;37,665;47,91;15,2;43,065;9,575;2,752;16,9250496;17,02;72,87;56,03776892;2,625131608;19,326;6,149;1,183;109,1087882;26,925;96,26;105,443559;;121,5;1,883415815;87,31;17,79404229;;27,985;66,35;55,11;46,055;67,79571777;38,6;32,81901893;15,175;141,95;
01/10/2012;66,8;65,5;;9,774476385;72,44734405;24,915;93,98;18,285;43,16364527;11,9;4,254005549;67,46;57,14;67,44003035;38,27;14,835;37,945;48,78;15,48;43,64;9,613;2,842;17,31899472;17,34;73,4;55,91157959;2,654895005;19,594;6,411;1,235;109,6570736;27,925;98,43;108,6879762;;123,75;1,96212573;88,69;18,05867415;;28,05;68,6;55,11;47,81;68,72167397;39,28;33,51708525;15,6;142,9;
02/10/2012;68,01;64,7;;9,846753503;71,29111371;25,565;93,34;18,745;43,00893686;11,765;4,301787096;66,61;57,73;66,328003;37,685;14,825;37,64;47,61;15,42;43,44;9,739;2,86;17,26063248;17,28;73,53;57,22200724;2,738232517;19,63;6,349;1,234;109,8398354;27,775;97,81;108,8231603;;123,95;1,932141001;88,02;17,91165645;;28,05;68,02;54,81;48,03;68,76535115;39,06;33,43787205;15,41;144,05;
03/10/2012;68,32;64,45;;9,906984435;71,02766882;25,63;91,94;18,94;43,79279278;11,68;4,249661772;66,84;57,91;66,524822;37,81;14,775;38,065;47,22;15,44;43,14;9,75;2,87;17,3384488;17,12;72,42;57,22200724;2,776180848;19,354;6,383;1,244;110,4795017;27,525;96,99;107,110829;;124,25;1,917148636;88,2;17,90675586;;28,64;68,07;55,05;48,225;69,1671812;38,735;33,3091506;15,485;141,3;
04/10/2012;68,13;65,45;;9,87586512;70,86667472;25,9;92,54;19,12;44,05064013;11,675;4,247489884;65,6;59,76;66,2099116;38,045;14,62;38,505;47,425;15,355;43,265;9,355;2,83;17,27035952;17,02;71,7;56,91138735;2,745673366;19,87;6,397;1,257;110,7079539;27,625;97,07;108,4176081;;124,05;1,892786043;88,19;18,01946943;;29,685;67,47;54,24;48,5;69,28074186;38,33;33,00219945;15,3;145,35;
05/10/2012;69,42;67,08;;9,852776596;71,43015407;26,48;92,95;19,175;44,60759039;11,97;4,387214709;66,74;60,99;67,91239595;39,39;15;39,275;47,96;15,365;43,43;9,493;2,896;17,46490032;17,41;71,52;56,95992171;2,817849603;19,992;6,619;1,298;111,2105488;28,425;97,93;110,0398167;;124,15;1,909652454;88,23;18,31840542;;29,775;68,73;55,03;50,42;70,05819565;38,73;33,79433145;15,555;148,65;
